Pattern,ItemIDs,Utility,Size
OP_CARRIER=B6 + FL_WEEK=2 + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[4, 933, 1272, 1292]",11130,4
OP_CARRIER_FL_NUM=2883.0 + ORIGIN_INDEX=MIA + O_LONGITUDE=High + D_PRCP=VeryLow + OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[534, 1032, 1291, 1273, 2, 1252, 1247, 1242]",11129,8
OP_CARRIER_FL_NUM=4747.0 + ORIGIN_INDEX=BWI + D_TEMP=High + D_WSPD=Low + D_PRCP=VeryLow + FL_WEEK=3 + O_WSPD=High + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[755, 964, 1271, 1279, 1273, 934, 1266, 1257, 1246, 1251, 1292]",11129,11
ORIGIN_INDEX=JFK + D_LATITUDE=VeryHigh + D_WSPD=Low + FL_WEEK=2 + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1297, 1279, 933, 1251, 1286, 1292]",11129,7
D_PRCP=VeryLow + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High,"[1273, 1287, 1302, 1296]",11129,4
OP_CARRIER_FL_NUM=5463.0 + CRS_ARR_TIME_MIN=VeryLow + OP_CARRIER=9E + D_PRCP=VeryLow + O_PRCP=VeryLow + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[852, 1243, 1, 1273, 1258, 1287, 1253, 1302, 1292]",11129,9
OP_CARRIER=9E + O_PRCP=VeryLow + D_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1, 1258, 1282, 1286, 1292]",11128,5
OP_CARRIER_FL_NUM=5744.0 + FL_DAY=20 + FL_WEEK=3 + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[889, 920, 934, 1302, 1296, 1292]",11127,6
OP_CARRIER_FL_NUM=3596.0 + ORIGIN_INDEX=EWR + D_TEMP=High + D_LATITUDE=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[632, 988, 1271, 1296, 1267, 1286, 1292]",11127,7
ORIGIN_INDEX=EWR + O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1257, 1241, 1246, 1272, 1252, 1286, 1292]",11126,8
DEST_INDEX=MCO + CRS_ARR_TIME_MIN=VeryLow + O_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1177, 1243, 1257, 1292]",11126,4
ORIGIN_INDEX=MCI + DEST_INDEX=DEN + O_PRCP=VeryLow + D_WSPD=VeryHigh + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1026, 1127, 1258, 1282, 1267, 1247, 1242, 1286]",11126,8
O_PRCP=VeryLow + OP_CARRIER=AA + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1258, 2, 1302, 1241, 1246, 1272, 1286, 1292]",11125,8
DEST_INDEX=CLT + D_WSPD=VeryLow + O_WSPD=High + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1120, 1278, 1266, 1287, 1253, 1251, 1292]",11125,7
ORIGIN_INDEX=PHL + DEST_INDEX=BOS + OP_CARRIER=B6 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1048, 1108, 4, 1302, 1241, 1246, 1286, 1292]",11125,8
OP_CARRIER=DL + O_WSPD=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[5, 1266, 1247, 1242, 1292]",11125,5
ORIGIN_INDEX=JFK + CRS_ELAPSED_TIME=High + O_LATITUDE=High,"[1014, 1251, 1286]",11124,3
DEST_INDEX=FLL + ORIGIN_INDEX=EWR + O_PRCP=VeryLow + O_WSPD=High + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1144, 988, 1258, 1266, 1241, 1252, 1247, 1286, 1292]",11124,9
OP_CARRIER_FL_NUM=329.0 + DEST_INDEX=BOI + ORIGIN_INDEX=DFW + OP_CARRIER=AA + FL_WEEK=1 + O_TEMP=VeryHigh + D_WSPD=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[72, 1107, 982, 2, 932, 1257, 1282, 1252, 1247, 1242]",11124,10
FL_WEEK=1 + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[932, 1302, 1296, 1267, 1247, 1242]",11124,6
ORIGIN_INDEX=MIA + O_LONGITUDE=High + OP_CARRIER=DL + O_WSPD=High + O_TEMP=VeryHigh + D_WSPD=VeryHigh + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1032, 1291, 5, 1266, 1257, 1282, 1296, 1272, 1252, 1242]",11124,10
OP_CARRIER_FL_NUM=3791.0 + OP_CARRIER=F9 + O_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 6, 1287, 1246, 1251, 1272, 1292]",11123,7
DEST_INDEX=CLT + FL_WEEK=1 + O_WSPD=High + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1120, 932, 1266, 1287, 1253, 1251, 1292]",11121,7
OP_CARRIER_FL_NUM=3440.0 + FL_WEEK=2 + O_WSPD=High + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[600, 933, 1266, 1287, 1302, 1296, 1242, 1292]",11121,8
ORIGIN_INDEX=ECP + DEST_INDEX=ATL + FL_DAY=19 + OP_CARRIER=DL + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_WSPD=VeryHigh,"[985, 1099, 919, 5, 1287, 1253, 1241, 1246, 1267]",11121,9
OP_CARRIER_FL_NUM=3079.0 + O_PRCP=VeryLow + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[560, 1258, 1282, 1296, 1267, 1247, 1242]",11121,7
OP_CARRIER_FL_NUM=4747.0 + ORIGIN_INDEX=BWI + D_TEMP=High + D_WSPD=Low + D_PRCP=VeryLow + O_WSPD=High + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[755, 964, 1271, 1279, 1273, 1266, 1257, 1246, 1251, 1292]",11121,10
OP_CARRIER=9E + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1, 1302, 1247, 1286]",11120,4
ORIGIN_INDEX=ORD + O_LATITUDE=VeryHigh + D_LATITUDE=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1044, 1287, 1296, 1247, 1242]",11120,5
OP_CARRIER_FL_NUM=4399.0 + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_DEP_TIME_MIN=VeryHigh,"[720, 1287, 1253, 1302, 1296, 1251, 1242]",11119,7
OP_CARRIER_FL_NUM=4389.0 + DEST_INDEX=CMH + FL_DAY=18 + CRS_ELAPSED_TIME=Mid + O_WSPD=High + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[719, 1121, 918, 1250, 1266, 1287, 1253, 1296, 1292]",11119,9
DEST_INDEX=ORD + ORIGIN_INDEX=JFK + D_LATITUDE=VeryHigh + FL_WEEK=2 + O_WSPD=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1194, 1014, 1297, 933, 1266, 1251, 1286, 1292]",11118,8
DEST_INDEX=ORD + ORIGIN_INDEX=JFK + D_LATITUDE=VeryHigh + D_WSPD=Low + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1194, 1014, 1297, 1279, 1251, 1286, 1292]",11118,7
OP_CARRIER_FL_NUM=5792.0 + ORIGIN_INDEX=LGA + FL_WEEK=1 + D_WSPD=VeryHigh + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[893, 1020, 932, 1282, 1253, 1286, 1292]",11117,7
DEST_INDEX=MSP + ORIGIN_INDEX=MIA + O_LONGITUDE=High + CRS_ARR_TIME_MIN=VeryLow + OP_CARRIER=AA + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1186, 1032, 1291, 1243, 2, 1257, 1252, 1242]",11117,8
ORIGIN_INDEX=JFK + D_LATITUDE=VeryHigh + D_WSPD=Low + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1297, 1279, 1251, 1286, 1292]",11117,6
ORIGIN_INDEX=JFK + D_LATITUDE=VeryHigh + FL_WEEK=2 + O_WSPD=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1297, 933, 1266, 1251, 1286, 1292]",11117,7
ORIGIN_INDEX=DEN + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[981, 1247, 1242, 1286]",11117,4
OP_CARRIER_FL_NUM=5329.0 + FL_DAY=17 + DEST_INDEX=LGA + OP_CARRIER=9E + CRS_ARR_TIME_MIN=Mid + FL_WEEK=2 + O_LATITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[834, 917, 1170, 1, 1245, 933, 1287, 1292]",11117,8
DEST_INDEX=MSP + ORIGIN_INDEX=MIA + O_LONGITUDE=High + CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=VeryHigh + D_WSPD=Low + OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1186, 1032, 1291, 1243, 1297, 1279, 2, 1252, 1242]",11116,9
ORIGIN_INDEX=MIA + O_LONGITUDE=High + OP_CARRIER=DL + O_TEMP=VeryHigh + D_WSPD=VeryHigh + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1032, 1291, 5, 1257, 1282, 1296, 1272, 1252, 1242]",11116,9
FL_DAY=17 + O_PRCP=VeryLow + OP_CARRIER=AA + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[917, 1258, 2, 1241, 1246, 1272, 1286, 1292]",11116,8
OP_CARRIER_FL_NUM=2669.0 + ORIGIN_INDEX=MIA + DEST_INDEX=LGA + O_PRCP=VeryLow + OP_CARRIER=AA + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[513, 1032, 1170, 1258, 2, 1302, 1241, 1246, 1296, 1251, 1267]",11115,11
OP_CARRIER_FL_NUM=4942.0 + DEST_INDEX=LGA + OP_CARRIER=9E + FL_WEEK=2 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High,"[779, 1170, 1, 933, 1302, 1241, 1251]",11115,7
OP_CARRIER=DL + FL_WEEK=1 + O_LONGITUDE=VeryHigh,"[5, 932, 1292]",11114,3
OP_CARRIER_FL_NUM=3705.0 + ORIGIN_INDEX=PHL + O_WSPD=High + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[640, 1048, 1266, 1282, 1247, 1242, 1286, 1292]",11114,8
O_LONGITUDE=High + O_TEMP=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1291, 1257, 1296, 1251, 1267, 1242]",11114,6
D_LATITUDE=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1293, 1252, 1286, 1292]",11114,4
ORIGIN_INDEX=MCI + FL_DAY=18 + O_PRCP=VeryLow + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1026, 918, 1258, 1282, 1296, 1267, 1247, 1242]",11113,8
ORIGIN_INDEX=LGA + O_WSPD=High + D_LATITUDE=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 1266, 1296, 1272, 1292]",11113,5
ORIGIN_INDEX=ECP + DEST_INDEX=ATL + FL_DAY=19 + OP_CARRIER=DL + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[985, 1099, 919, 5, 1287, 1253, 1246, 1272, 1267]",11113,9
D_LATITUDE=Mid + O_WSPD=High + D_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1295, 1266, 1282, 1286, 1292]",11112,5
OP_CARRIER=F9 + D_PRCP=VeryLow + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High,"[6, 1273, 1251, 1247, 1286]",11112,5
OP_CARRIER_FL_NUM=371.0 + ORIGIN_INDEX=FLL + OP_CARRIER=NK + DEST_INDEX=EWR + D_WSPD=VeryLow + FL_WEEK=3 + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[81, 991, 10, 1136, 1278, 934, 1302, 1296, 1251, 1267]",11112,10
FL_DAY=16 + D_LATITUDE=VeryLow + D_WSPD=VeryLow + FL_WEEK=1 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[916, 1293, 1278, 932, 1241, 1246, 1272, 1267, 1286, 1292]",11112,10
DEST_INDEX=BOS + OP_CARRIER=DL + D_WSPD=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1108, 5, 1282, 1302, 1251, 1267, 1247, 1242]",11112,8
ORIGIN_INDEX=MIA + O_LONGITUDE=High + CRS_ELAPSED_TIME=VeryHigh,"[1032, 1291, 1252]",11112,3
OP_CARRIER_FL_NUM=4747.0 + ORIGIN_INDEX=BWI + DEST_INDEX=FLL + D_WSPD=Low + D_PRCP=VeryLow + FL_WEEK=3 + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[755, 964, 1144, 1279, 1273, 934, 1257, 1251, 1286, 1292]",11112,10
ORIGIN_INDEX=DFW + OP_CARRIER=AA + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh,"[982, 2, 1302, 1296, 1252]",11112,5
FL_WEEK=2 + CRS_ELAPSED_TIME=Mid + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[933, 1250, 1247, 1242, 1286, 1292]",11112,6
FL_DAY=20 + O_LONGITUDE=High + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[920, 1291, 1257, 1302, 1296, 1251, 1267, 1247, 1242]",11111,9
OP_CARRIER=9E + FL_WEEK=2 + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1, 933, 1267, 1247, 1286]",11111,5
CRS_ARR_TIME_MIN=High + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh,"[1246, 1296, 1272, 1252]",11111,4
FL_DAY=16 + D_WSPD=VeryLow + FL_WEEK=1 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[916, 1278, 932, 1241, 1246, 1272, 1267, 1286, 1292]",11111,9
OP_CARRIER=B6 + O_PRCP=VeryLow + O_LATITUDE=VeryHigh + D_WSPD=VeryHigh + O_TEMP=VeryLow + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[4, 1258, 1287, 1282, 1253, 1246, 1252, 1292]",11110,8
D_WSPD=VeryLow + D_PRCP=VeryLow + OP_CARRIER=AA + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1278, 1273, 2, 1246, 1251, 1272, 1292]",11110,7
ORIGIN_INDEX=EWR + FL_WEEK=3 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[988, 934, 1241, 1246, 1296, 1267, 1292]",11110,7
O_LATITUDE=Mid + D_PRCP=VeryLow + FL_WEEK=3 + OP_CARRIER=AA + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1285, 1273, 934, 2, 1246, 1251, 1272, 1292]",11110,8
OP_CARRIER_FL_NUM=3596.0 + FL_WEEK=3 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[632, 934, 1241, 1246, 1267, 1286, 1292]",11110,7
ORIGIN_INDEX=LGA + OP_CARRIER=9E + FL_WEEK=2 + O_LONGITUDE=VeryHigh,"[1020, 1, 933, 1292]",11109,4
D_LATITUDE=VeryLow + ORIGIN_INDEX=MCO + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[1293, 1027, 1302, 1241, 1246, 1251, 1272, 1267]",11109,8
OP_CARRIER_FL_NUM=2595.0 + ORIGIN_INDEX=ECP + OP_CARRIER=DL + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[502, 985, 5, 1287, 1253, 1241, 1246, 1272, 1267]",11109,9
OP_CARRIER_FL_NUM=5792.0 + CRS_ARR_TIME_MIN=Mid + D_WSPD=VeryHigh + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[893, 1245, 1282, 1253, 1286, 1292]",11109,6
DEST_INDEX=CHS + OP_CARRIER=B6 + CRS_ELAPSED_TIME=Mid + O_PRCP=VeryLow + O_WSPD=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1117, 4, 1250, 1258, 1266, 1272, 1286, 1292]",11109,8
DEST_INDEX=JFK + O_PRCP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High,"[1163, 1258, 1302, 1296]",11109,4
OP_CARRIER_FL_NUM=4407.0 + DEST_INDEX=CVG + ORIGIN_INDEX=JFK + D_LATITUDE=Mid + D_WSPD=VeryHigh + O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[724, 1123, 1014, 1295, 1282, 1253, 1251, 1267, 1292]",11109,9
OP_CARRIER_FL_NUM=5165.0 + DEST_INDEX=LGA + O_LONGITUDE=High + OP_CARRIER=9E + D_WSPD=Low + O_WSPD=High + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High,"[807, 1170, 1291, 1, 1279, 1266, 1287, 1253, 1302, 1296]",11108,10
ORIGIN_INDEX=MCO + D_LONGITUDE=VeryHigh + D_LATITUDE=High,"[1027, 1302, 1296]",11107,3
OP_CARRIER_FL_NUM=3974.0 + ORIGIN_INDEX=MCO + O_LONGITUDE=High + FL_WEEK=1 + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[687, 1027, 1291, 932, 1257, 1302, 1251, 1267, 1247, 1242]",11107,10
OP_CARRIER_FL_NUM=329.0 + DEST_INDEX=BOI + D_TEMP=Low + ORIGIN_INDEX=DFW + OP_CARRIER=AA + FL_WEEK=1 + D_WSPD=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[72, 1107, 1269, 982, 2, 932, 1282, 1252, 1247, 1242]",11107,10
OP_CARRIER_FL_NUM=3974.0 + ORIGIN_INDEX=MCO + FL_DAY=20 + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[687, 1027, 920, 1302, 1296, 1251, 1267, 1247, 1242]",11107,9
D_LATITUDE=VeryLow + OP_CARRIER=B6 + D_WSPD=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh,"[1293, 4, 1282, 1302, 1251, 1272]",11107,6
OP_CARRIER_FL_NUM=3974.0 + ORIGIN_INDEX=MCO + FL_DAY=20 + O_LONGITUDE=High + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[687, 1027, 920, 1291, 1302, 1296, 1251, 1247, 1242]",11107,9
DEST_INDEX=DFW + O_LONGITUDE=VeryHigh,"[1128, 1292]",11106,2
D_PRCP=VeryLow + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1273, 1296, 1292]",11106,3
OP_CARRIER_FL_NUM=2376.0 + FL_DAY=17 + D_LATITUDE=VeryHigh + O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[462, 917, 1297, 1287, 1241, 1246, 1251, 1272, 1292]",11106,9
DEST_INDEX=ORD + ORIGIN_INDEX=JFK + D_LATITUDE=VeryHigh + O_WSPD=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1194, 1014, 1297, 1266, 1251, 1286, 1292]",11106,7
FL_DAY=16 + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[916, 1293, 1241, 1246, 1251, 1272, 1267, 1286, 1292]",11105,9
OP_CARRIER_FL_NUM=5100.0 + OP_CARRIER=9E + D_LATITUDE=VeryHigh + D_PRCP=VeryLow + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[798, 1, 1297, 1273, 1253, 1292]",11105,6
ORIGIN_INDEX=FLL + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh,"[991, 1302, 1296, 1267]",11105,4
FL_DAY=18 + CRS_ELAPSED_TIME=Mid + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[918, 1250, 1253, 1292]",11105,4
OP_CARRIER_FL_NUM=2376.0 + D_LATITUDE=VeryHigh + O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[462, 1297, 1287, 1241, 1246, 1251, 1272, 1292]",11105,8
OP_CARRIER_FL_NUM=5744.0 + DEST_INDEX=LGA + D_WSPD=VeryLow + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[889, 1170, 1278, 1287, 1302, 1292]",11105,6
ORIGIN_INDEX=JFK + D_LATITUDE=VeryHigh + O_WSPD=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1297, 1266, 1251, 1286, 1292]",11105,6
DEST_INDEX=ORD + ORIGIN_INDEX=JFK + OP_CARRIER=B6 + D_LATITUDE=VeryHigh + D_WSPD=Low + FL_WEEK=2 + O_WSPD=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1194, 1014, 4, 1297, 1279, 933, 1266, 1286, 1292]",11105,9
OP_CARRIER_FL_NUM=4747.0 + ORIGIN_INDEX=BWI + DEST_INDEX=FLL + D_WSPD=Low + D_PRCP=VeryLow + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[755, 964, 1144, 1279, 1273, 1257, 1251, 1286, 1292]",11104,9
FL_DAY=16 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[916, 1241, 1246, 1251, 1272, 1267, 1286, 1292]",11104,8
OP_CARRIER_FL_NUM=5792.0 + CRS_ARR_TIME_MIN=Mid + FL_WEEK=1 + O_TEMP=VeryLow + D_LATITUDE=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[893, 1245, 932, 1253, 1296, 1286, 1292]",11104,7
